pair_id,question_id,table_id,label
715,65,med_ps23,relevant
716,65,educ_uoe_fini06,not_relevant
717,66,trng_nfe16,not_relevant
718,66,lfst_dpw_06,not_relevant
719,66,hsw_ij_isna,not_relevant
720,67,tespn250,not_relevant
720,67,tespn250,not_relevant
721,68,mar_qg_qm_ewhk,not_relevant
722,68,gbv_any_cnq,not_relevant
723,68,gbv_ipv_cnq,not_relevant
724,68,gbv_npv_cnq,not_relevant
725,69,sdg_05_10,relevant
726,69,lfsi_jhh_a,not_relevant
727,69,gbv_ipv_age,highly_relevant
728,69,gbv_npv_age,relevant
729,70,mar_qg_qm_ewhg,relevant
730,71,earn_mw_avgr2,not_relevant
731,71,earn_mw_avgr1,not_relevant
731,71,earn_mw_avgr1,not_relevant
732,71,gbv_npv_cnq,not_relevant
733,71,ilc_lvhd02,not_relevant
734,71,rd_p_sen,not_relevant
735,72,teina404_r2,relevant
736,72,teiet150,not_relevant
737,72,teiet050,not_relevant
738,73,prc_rem_cs,not_relevant
739,73,bop_its_str,not_relevant
740,73,irt_h_cgby_m,not_relevant
741,73,bs_bs7_00,not_relevant
742,74,isoc_ci_cm_h$dv_507,not_relevant
743,74,tin00116,not_relevant
744,74,tag00020,not_relevant
745,74,enps_edat_lfse4,not_relevant
746,77,gbv_any_cnq,not_relevant
747,77,gbv_ipv_cnq,not_relevant
748,77,gbv_npv_cnq,not_relevant
749,78,mar_qg_qm_pvh,not_relevant
750,78,tps00176,not_relevant
751,78,tps00177,not_relevant
752,78,tps00024,not_relevant
753,78,med_ec1,not_relevant
754,80,gbv_st_rp,relevant
755,80,gbv_ch_rp,relevant
755,80,gbv_ch_rp,relevant
756,80,gbv_shw_rp,relevant
757,81,gov_eu_nfa,not_relevant
758,82,mar_qg_qm_pvh,not_relevant
758,82,mar_qg_qm_pvh,not_relevant
759,83,lfsi_jhh_a,not_relevant
760,83,tgs00108,not_relevant
761,83,teiis230,not_relevant
761,83,teiis230,not_relevant
762,83,teiis270,not_relevant
763,83,sts_tot_prod_a,not_relevant
764,85,hlth_hlye_h,not_relevant
765,85,hlth_hlye$dv_287,not_relevant
766,86,rd_p_sen,not_relevant
767,86,gbv_npv_du,relevant
768,86,gbv_dv_du,relevant
769,86,isoc_sk_cskl_i$dv_266,not_relevant
770,87,med_rd6,not_relevant
771,87,enps_avia_fr,not_relevant
772,87,med_air5,not_relevant
773,87,med_air4,not_relevant
774,88,hlth_ehis_al1e$dv_1142,not_relevant
774,88,hlth_ehis_al1e$dv_1142,not_relevant
775,88,ilc_scp07$dv_1064,not_relevant
776,88,ilc_scp12$dv_2746,not_relevant
777,89,gov_eu_nfa,not_relevant
778,89,tin00116,not_relevant
779,89,gbv_any_cnq,not_relevant
780,89,gbv_ipv_cnq,not_relevant
781,90,gbv_any_cnq,not_relevant
782,90,gbv_ipv_cnq,not_relevant
782,90,gbv_ipv_cnq,not_relevant
783,90,gbv_npv_cnq,not_relevant
784,91,edat_lfso_00t2,not_relevant
785,91,enps_edat_lfse3,relevant
786,91,educ_ipart$dv_437,relevant
787,92,med_en46,not_relevant
788,93,tai11,relevant
788,93,tai11,relevant
789,93,sdg_14_60,not_relevant
790,93,tag00094,not_relevant
791,93,mar_qg_qm_ewhk,not_relevant
792,93,tps00217,not_relevant
793,94,iss_18bfbck,not_relevant
794,94,mar_pa_qm_me,not_relevant
795,94,trng_aes_186,not_relevant
796,94,migr_eilpop,not_relevant
797,94,trng_nfe18,not_relevant
798,95,teina416_r2,relevant
799,95,teina412_r2,not_relevant
800,95,sdg_17_20,not_relevant
801,96,ilc_lvhd02,not_relevant
802,96,enps_tour_occ_arnat,relevant
803,97,gbv_any_cnq,not_relevant
804,97,gbv_ipv_cnq,not_relevant
805,97,gbv_npv_cnq,not_relevant
806,97,teibs070,not_relevant
807,98,teiis080,not_relevant
808,98,teiis011,not_relevant
809,98,env_air_no2,not_relevant
810,98,lfsi_jhh_a,not_relevant
811,98,iss_21gvcms,not_relevant
812,99,tipsun20,not_relevant
813,99,tipsun30,not_relevant
814,99,tipslm70,not_relevant
814,99,tipslm70,not_relevant
815,0,fats_g1a_08,not_relevant
816,0,fats_g1a_03,not_relevant
817,0,fats_g1b_03,not_relevant
818,0,fats_g1b_08,not_relevant
819,0,naida_10_gdp,relevant
820,1,educ_fipubin,relevant
821,1,naio_10_cp1700,not_relevant
822,1,naio_10_pyp1700,not_relevant
823,1,educ_uoe_fini01,highly_relevant
823,1,educ_uoe_fini01,relevant
824,1,educ_fifunds,relevant
825,2,isoc_cisci_sp,not_relevant
826,2,isoc_ciegi_rtx,not_relevant
827,2,isoc_cisci_sp20,not_relevant
828,3,sbs_pen_7a,highly_relevant
829,3,sbs_pen_7d,relevant
830,4,avia_eq_arc_typreg,relevant
831,4,avia_eq_arc_typ,relevant
832,4,nrg_ti_coifpm,not_relevant
833,5,cult_ent_val,not_relevant
834,5,cult_ent_num,not_relevant
835,5,sbs_sc_con_r2,not_relevant
836,5,sbs_na_2a_el,not_relevant
837,5,sbs_na_4a_co,relevant
838,6,crim_just_job,relevant
839,6,isoc_cisci_prv,not_relevant
840,6,isoc_e_cvdn2,not_relevant
841,7,apro_mk_colm,relevant
842,7,sbs_sc_ovw,not_relevant
843,7,apro_mk_pobta,relevant
844,7,ipr_ta_cl,not_relevant
845,7,apro_mk_cola,relevant
846,8,inn_cis12_enve,not_relevant
847,8,inn_cis6_eco,not_relevant
848,8,inn_cis9_env,not_relevant
848,8,inn_cis9_env,not_relevant
849,8,isoc_e_cvdn2,not_relevant
850,8,inn_cis4_ham,not_relevant
851,10,road_tf_veh,relevant
852,10,road_tf_veh_h,relevant
853,10,road_tf_vehmov,relevant
854,10,road_tf_road,relevant
855,11,sbs_ins_5a,not_relevant
856,11,isoc_sk_edic_i21,not_relevant
857,11,ilc_mdes04,relevant
858,12,migr_asyappctzm$dv_721,relevant
859,12,urb_percep,not_relevant
860,12,isoc_iw_imp,not_relevant
861,13,mips_sa,relevant
861,13,mips_sa,relevant
862,13,urb_clivcon,relevant
863,13,urb_llivcon,not_relevant
863,13,urb_llivcon,relevant
864,13,ilc_caindform25b,relevant
865,14,bop_eu6_q,not_relevant
865,14,bop_eu6_q,not_relevant
866,14,gov_10q_ggnfa,relevant
867,14,bop_c6_q,not_relevant
868,14,naidsq_10_nf_tr,relevant
869,14,nasq_10_nf_tr,highly_relevant
870,15,bd_9ac_l_form_r2,not_relevant
871,15,isoc_cisci_prv,not_relevant
872,15,isoc_ciegi_rtx,not_relevant
873,15,cens_11ms_r3,not_relevant
874,15,bd_9eg_l_form_r2,not_relevant
875,16,ilc_mdho05,highly_relevant
876,16,prc_dap12,not_relevant
877,16,prc_dap13,not_relevant
878,17,icw_pov_09,highly_relevant
879,17,icw_pov_07,relevant
880,17,icw_pov_04,highly_relevant
881,17,icw_pov_08,relevant
882,17,icw_pov_06,highly_relevant
883,18,isoc_ciegi_rtx,not_relevant
884,18,isoc_ec_ibgs,not_relevant
885,18,isoc_ec_inb,not_relevant
886,18,isoc_iiot_use,not_relevant
887,18,isoc_ci_ac_i,not_relevant
888,19,isoc_ec_inb21,not_relevant
889,19,isoc_ciegi_rtx,not_relevant
890,19,inn_cis9_ecodr,not_relevant
891,19,isoc_ec_inb,not_relevant
892,19,isoc_cisci_prv,not_relevant
893,20,ef_lus_allcrops,not_relevant
894,20,ef_oluecsreg,not_relevant
895,20,ef_lu_ovcropesu,relevant
896,20,ef_lac_rootcrop,highly_relevant
897,20,ef_lus_org,not_relevant
898,21,isoc_iw_imp,not_relevant
899,21,trng_aes_149,relevant
900,21,trng_nfe15,relevant
901,21,trng_nfe16,relevant
902,22,env_ww_con,relevant
902,22,env_ww_con,relevant
903,22,env_ww_genp,relevant
904,22,env_ww_genv,relevant
905,23,rail_tf_ns15_uk,relevant
906,24,tour_dem_exws,highly_relevant
906,24,tour_dem_exws,relevant
907,24,tour_dem_exac,relevant
908,24,tour_dem_extotw,relevant
909,24,tour_dem_expw,relevant
910,24,tour_dem_extot,highly_relevant
911,25,isoc_iw_imp,not_relevant
912,25,urb_clivcon,relevant
913,25,mips_sa,relevant
914,25,urb_llivcon,relevant
915,25,ilc_peps01,highly_relevant
916,26,ilc_mded04,not_relevant
917,26,ilc_mded05,not_relevant
918,26,urb_percep,not_relevant
919,26,ilc_mdes03,not_relevant
920,27,lfso_05nowreh,not_relevant
921,27,bd_hgnace2_r3,not_relevant
922,27,educ_ilang,not_relevant
923,27,isoc_e_cvdn2,not_relevant
924,28,urb_clivcon,highly_relevant
925,28,ilc_pnp1,highly_relevant
925,28,ilc_pnp1,highly_relevant
926,28,tespn050,relevant
927,28,ilc_pns1,relevant
928,28,ilc_pns7,relevant
929,29,urb_percep,not_relevant
930,29,naidsa_10_nf_tr,not_relevant
931,29,naidsq_10_nf_tr,not_relevant
932,29,mips_sa,relevant
933,29,naidsq_10_f_bs,not_relevant
934,30,ilc_lvho05b,relevant
935,30,isoc_pibi_rni,not_relevant
936,31,mar_go_aa,relevant
937,31,mar_go_qmc,highly_relevant
938,31,mar_qg_qm_ewhp,relevant
939,32,nasq_10_nf_tr,not_relevant
940,32,mips_sa,relevant
941,32,nasa_10_nf_tr,not_relevant
942,32,naidq_10_gdp,not_relevant
943,32,sts_sepr_m,not_relevant
944,33,ext_lt_intertrd,highly_relevant
945,33,mips_sa,not_relevant
946,33,nrg_ti_coifpm,not_relevant
947,33,ext_st_27_2020msbec,not_relevant
948,34,isoc_cisce_ran2,not_relevant
948,34,isoc_cisce_ran2,not_relevant
949,34,tespm060,not_relevant
950,35,tespn060,highly_relevant
951,35,tespn250,relevant
952,36,isoc_e_cvdn2,not_relevant
953,36,sts_trtu_q,not_relevant
954,36,sts_trtu_m,not_relevant
955,36,prc_ppp_ind,not_relevant
956,36,sts_trtu_a,not_relevant
957,37,hlth_rs_grd,highly_relevant
958,37,hlth_rs_grd2,highly_relevant
959,37,isoc_iw_imp,not_relevant
960,37,urb_percep,not_relevant
961,38,iss_11sbbar,not_relevant
962,38,inn_cis10_gen,not_relevant
963,38,lfso_04ownmisco,not_relevant
964,38,iss_imp,not_relevant
965,39,egr_mne_empw,relevant
966,39,isoc_iw_imp,not_relevant
967,40,isoc_iw_imp,not_relevant
968,40,isoc_sk_cskl_i,not_relevant
969,40,isoc_ec_iprb,not_relevant
970,40,isoc_eb_ain2,not_relevant
971,40,isoc_ci_hm,not_relevant
972,41,irt_h_mr3_m,relevant
973,41,irt_st_m,relevant
973,41,irt_st_m,relevant
974,41,irt_st_q,relevant
974,41,irt_st_q,relevant
975,41,ei_mfir_m,highly_relevant
976,42,prc_hicp_midx,highly_relevant
977,42,prc_hicp_fp,highly_relevant
978,42,prc_hicp_mmor,relevant
979,42,prc_hicp_manr,relevant
980,42,prc_hicp_mv12r,relevant
981,43,isoc_ec_iprb21,not_relevant
982,43,isoc_sk_cskl_i,not_relevant
983,43,isoc_eid_ieid,not_relevant
984,43,isoc_ec_iprb,not_relevant
985,43,isoc_ci_hm,not_relevant
986,44,earn_gr_gpgr2,relevant
987,44,earn_gr_gpg,highly_relevant
988,44,isoc_cisci_prv20,not_relevant
989,45,isoc_cisci_prv,not_relevant
990,45,isoc_cisci_prv20,not_relevant
991,45,isoc_cisce_ran2,not_relevant
992,46,isoc_cisce_ran2,not_relevant
993,46,inn_cis9_prod,not_relevant
994,46,spr_exp_fex,highly_relevant
995,46,inn_cis9_ecodr,not_relevant
996,46,dsb_sprex02,relevant
997,47,urb_percep,not_relevant
998,47,acf_d_eq1,not_relevant
999,47,isoc_iw_imp,not_relevant
1000,47,road_tf_vehage,relevant
1001,47,road_tf_veh_h,not_relevant
1002,48,mar_qg_qm_ewh,highly_relevant
1003,49,ilc_mdho05,relevant
1004,49,ilc_mdho02,relevant
1005,49,isoc_ec_ibgs,not_relevant
1006,50,env_ww_genp,relevant
1007,50,env_ww_genv,relevant
1008,50,prc_hicp_fp,not_relevant
1008,50,prc_hicp_fp,not_relevant
1009,51,bop_gdp6_q,relevant
1010,51,mips_sa,highly_relevant
1011,51,bop_c6_q,not_relevant
1012,51,bop_c6_a,not_relevant
1013,53,mar_go_qm_c2024,relevant
1014,53,mar_go_qm_c2010,relevant
1015,53,mar_go_qm_c2008,relevant
1016,53,mar_go_qm_c2006,relevant
1017,54,isoc_ciegi_rtx,not_relevant
1018,54,isoc_ciegi_pb22,not_relevant
1019,54,isoc_cisci_sp,not_relevant
1020,54,isoc_cisci_prv,not_relevant
1021,54,isoc_cisci_prv20,not_relevant
1022,55,sts_setu_m,not_relevant
1023,55,sts_setu_q,not_relevant
1024,55,ei_isrt_m,relevant
1025,55,sts_trtu_m,relevant
1026,55,sts_trtu_q,relevant
1027,56,isoc_iw_imp,not_relevant
1028,56,urb_percep,not_relevant
1029,56,acf_d_eq1,not_relevant
1030,56,hbs_str_t224,not_relevant
1031,56,iww_go_qnave,relevant
1031,56,iww_go_qnave,not_relevant
1032,57,ext_tic02,not_relevant
1033,57,ilc_sbjp03,relevant
1033,57,ilc_sbjp03,relevant
1034,57,isoc_pibi_rni,not_relevant
1035,57,isoc_pibi_rni$dv_543,not_relevant
1036,58,demo_gind,highly_relevant
1037,58,met_gind3,highly_relevant
1038,58,demo_r_gind3,highly_relevant
1039,58,demo_find,relevant
1040,59,sbs_r_nuts03,not_relevant
1041,59,inn_cis4_ham,not_relevant
1042,59,inn_cis5_ham,not_relevant
1043,59,env_wastrt,relevant
1044,60,isoc_e_cvdn2,not_relevant
1045,60,hlth_cd_mro,not_relevant
1046,60,inn_cis8_goals,not_relevant
1047,60,inn_gen,relevant
1048,61,env_air_gge,relevant
1049,61,env_air_emis,relevant
1050,61,env_ac_aibrid_r2,relevant
1050,61,env_ac_aibrid_r2,not_relevant
1051,61,env_ac_aibrid_rd,relevant
1052,62,mips_sa,relevant
1053,62,ert_eff_ic_q,highly_relevant
1053,62,ert_eff_ic_q,highly_relevant
1054,62,ert_eff_ic_m,highly_relevant
1055,62,ei_mfef_m,highly_relevant
1056,63,mips_sa,not_relevant
1057,63,bop_eu6_q,not_relevant
1058,63,bop_euins6_q,not_relevant
1059,64,isoc_cisce_ran2,not_relevant
1060,64,env_waseleeos,relevant
1061,64,fish_ld_es,not_relevant
1062,64,isoc_eb_ain2,not_relevant
1063,64,isoc_eb_bdn2,not_relevant
1064,65,educ_uoe_enrs10,not_relevant
1065,65,educ_uoe_enra03,not_relevant
1066,65,educ_uoe_perp04,highly_relevant
1067,66,isoc_ec_iprb,not_relevant
1068,66,isoc_ec_ibuy,not_relevant
1069,66,isoc_cisci_ip,not_relevant
1070,66,isoc_cisci_ip20,not_relevant
1071,66,isoc_cisci_pb,not_relevant
1072,67,ilc_mdes03,relevant
1073,67,ilc_mddu05,not_relevant
1074,67,ilc_mddu03,not_relevant
1075,67,ilc_mddu02,not_relevant
1076,68,sts_setu_q,not_relevant
1077,68,sts_setu_m,not_relevant
1078,68,sts_setu_a,not_relevant
1079,68,sbs_na_1a_se,not_relevant
1080,68,sbs_sc_1b_se95,not_relevant
1081,69,gbv_dv_type,relevant
1082,69,gbv_ch_perp,relevant
1083,70,mar_qg_qm_ewh,not_relevant
1084,70,mar_qg_qm_cwh,relevant
1085,70,mar_qg_qm_pwho,not_relevant
1086,70,mar_qg_qm_ewhp,not_relevant
1086,70,mar_qg_qm_ewhp,not_relevant
1087,71,nasa_10_ki,relevant
1088,71,isoc_cisci_sp,not_relevant
1088,71,isoc_cisci_sp,not_relevant
1089,71,isoc_cisci_sp20,not_relevant
1090,71,icw_sr_04,relevant
1091,72,sbs_na_indc_lgt,not_relevant
1092,72,sbs_na_3b_tr,relevant
1093,72,fats_g1a_03,not_relevant
1094,72,sbs_na_2a_dfdn,relevant
1095,72,sbs_sc_ovw,relevant
1096,73,tran_sf_roadve,not_relevant
1097,73,inn_cis4_ham,not_relevant
1098,73,isoc_cisci_prv,not_relevant
1099,73,inn_cis8_prod,not_relevant
1100,73,inn_cis9_prod,not_relevant
1101,74,isoc_sk_how_i,not_relevant
1102,74,isoc_ci_ac_i,not_relevant
1103,74,isoc_sk_cskl_i,not_relevant
1104,74,isoc_cisci_prv,not_relevant
1105,74,isoc_sk_how_i$dv_264,not_relevant
1106,75,road_go_tq_tott,relevant
1107,75,sts_inpr_m,not_relevant
1108,75,sts_setu_q,not_relevant
1109,75,sts_setu_a,not_relevant
1110,75,road_go_ta_tott,relevant
1111,76,isoc_iw_imp,not_relevant
1112,76,acf_d_eq1,not_relevant
1113,76,acf_d_lo1,not_relevant
1114,76,iss_imp,not_relevant
1115,77,demo_pjanmarsta,not_relevant
1116,77,demo_nmsta2,not_relevant
1117,77,demo_nmsta,not_relevant
1118,77,inn_cis5_ham,not_relevant
1119,78,mar_go_qm_lt,not_relevant
1120,78,mar_go_qm_si,not_relevant
1121,78,mar_go_qm_cy,not_relevant
1122,78,mar_go_qm_mt,not_relevant
1123,78,mar_go_qm_bg,not_relevant
1124,79,lan_lcv_ovw,relevant
1125,79,orch_apples3,relevant
1126,79,orch_apples2,relevant
1127,80,isoc_eid_ieid,not_relevant
1128,80,gbv_ch_perp,relevant
1129,80,isoc_cisce_ran2,not_relevant
1130,81,avia_if_typ,relevant
1131,81,isoc_ec_iprb,not_relevant
1132,81,isoc_ec_iprb$dv_541,not_relevant
1133,81,isoc_eb_iotn2,not_relevant
1134,82,rail_tf_ns10_cz,relevant
1135,82,rail_tf_ns_cz,relevant
1136,82,rail_tf_ns15_de,relevant
1137,83,isoc_iw_imp,not_relevant
1138,83,inn_cis7_sucmet,not_relevant
1139,83,inn_cis4_prod,not_relevant
1140,83,inn_cis7_prod,not_relevant
1141,83,inn_cis5_prod,not_relevant
1142,84,ilc_mddw06,relevant
1143,84,ilc_mddw03,highly_relevant
1144,84,hlth_dhc130,relevant
1145,84,hlth_cd_yinfo,not_relevant
1146,85,demo_r_find3,highly_relevant
1147,85,inn_cis5_ham,not_relevant
1148,85,inn_cis4_ham,not_relevant
1149,85,demo_find,highly_relevant
1150,85,inn_cis6_prod,not_relevant
1151,86,gbv_ipv_comm,not_relevant
1152,86,gbv_ipv_lim,relevant
1153,86,gbv_ipv_frq,relevant
1154,87,isoc_iw_imp,not_relevant
1155,87,mar_go_qm_cy,not_relevant
1156,87,mar_go_qm_si,not_relevant
1157,87,mar_go_qm_mt,not_relevant
1158,87,mar_go_qm_ro,not_relevant
1159,88,isoc_ec_inb21,relevant
1160,88,isoc_cisce_ran2,not_relevant
1161,88,urb_percep,not_relevant
1162,88,isoc_ciwebn2,not_relevant
1163,88,isoc_ciegi_rtx,not_relevant
1163,88,isoc_ciegi_rtx,not_relevant
1164,89,bs_bs4_03,relevant
1165,89,bs_bs8bdf_r2,relevant
1166,89,bs_bs4_05,relevant
1167,89,bs_bs4_04,relevant
1168,90,demo_find,not_relevant
1169,90,demo_nind,relevant
1170,90,isoc_cisci_sp,not_relevant
1171,91,educ_ipart,relevant
1172,91,educ_itertp,relevant
1173,91,isoc_ciegi_rtx,not_relevant
1174,91,urb_ceduc,not_relevant
1175,92,pat_ep_nipc,not_relevant
1176,92,pat_ep_npct,not_relevant
1177,92,ipr_ta_cl,not_relevant
1178,92,educ_uoe_enrs10,not_relevant
1179,92,educ_uoe_enrt03,not_relevant
1180,93,ef_oga_rdsex,not_relevant
1181,93,ef_oga_rdsize,not_relevant
1182,93,ext_tic02,not_relevant
1183,93,educ_uoe_lang01,not_relevant
1183,93,educ_uoe_lang01,not_relevant
1184,93,ert_bil_eur_m,not_relevant
1185,94,met_crim_gen,relevant
1186,94,crim_gen,highly_relevant
1187,94,urt_crim_gen,relevant
1188,95,naidsq_10_nf_tr,relevant
1189,95,nasq_10_nf_tr,relevant
1190,95,fats_g1b_rd,not_relevant
1191,95,fats_g1b_03,not_relevant
1192,96,isoc_iw_imp,not_relevant
1193,96,iss_imp,not_relevant
1194,96,inn_cis4_prod,not_relevant
1195,96,inn_cis5_prod,not_relevant
1196,97,spr_exp_fdi,not_relevant
1197,97,dsb_sprex03,not_relevant
1198,97,dsb_sprex01,not_relevant
1199,97,dsb_sprex02,not_relevant
1200,98,avia_tf_ala,relevant
1201,98,avia_par_hu,relevant
1202,98,avia_par_dk,relevant
1203,98,avia_par_fr,relevant
1204,98,avia_par_si,relevant
1205,99,demo_r_pjanind3,highly_relevant
1206,99,educ_regind,not_relevant
1207,99,urb_clivcon,not_relevant
1208,99,demo_pjanind,highly_relevant
1209,99,demo_r_pjanind2,highly_relevant
1210,0,urb_percep,not_relevant
1211,0,inn_cis9_noin,not_relevant
1212,0,sbs_na_1a_se_r2,not_relevant
1213,1,bop_its6_det,not_relevant
1214,1,bop_eu6_q,not_relevant
1215,1,bop_c6_q,not_relevant
1216,1,bop_c6_a,not_relevant
1217,1,prc_hicp_cmon,not_relevant
1218,2,isoc_cisci_prv20,not_relevant
1219,2,isoc_cisci_prv,not_relevant
1220,3,isoc_iw_imp,not_relevant
1221,3,acf_d_eq1,not_relevant
1222,3,bop_euins6_m,not_relevant
1223,3,bop_euins6_q,not_relevant
1224,4,avia_tf_apal,relevant
1225,4,avia_gor_ro,relevant
1226,4,isoc_cisce_ran2,not_relevant
1227,4,road_go_ta_nace,not_relevant
1228,5,sbs_sc_ind_r2,not_relevant
1229,5,sbs_na_2a_dfdn,not_relevant
1230,5,sbs_na_ind_r2,relevant
1231,6,urb_percep,not_relevant
1232,6,isoc_iw_imp,not_relevant
1233,6,isoc_ciegi_rtx,not_relevant
1234,6,isoc_ciegi_rtx$dv_516,not_relevant
1235,7,urb_percep,not_relevant
1236,7,inn_cis9_noin,not_relevant
1237,7,prc_hicp_fp,not_relevant
1238,7,prc_hicp_aind,not_relevant
1239,7,prc_hicp_cmon,not_relevant
1240,8,urb_percep,not_relevant
1241,8,isoc_iw_imp,not_relevant
1242,8,iss_imp,not_relevant
1243,8,isoc_pibi_rni,not_relevant
1244,8,acf_d_eq1,not_relevant
1245,9,bop_euins6_m,not_relevant
1246,9,inn_cis5_coop,not_relevant
1247,9,inn_cis4_coop,not_relevant
1248,9,prc_hicp_cind,not_relevant
1249,9,prc_hicp_cann,not_relevant
1249,9,prc_hicp_cann,not_relevant
1250,10,prc_hicp_fp,not_relevant
1251,10,prc_hicp_aind,not_relevant
1252,10,prc_hicp_cmon,not_relevant
1253,10,prc_hicp_inw,not_relevant
1254,10,prc_hicp_midx,not_relevant
1255,11,urb_percep,not_relevant
1256,11,urb_clivcon,not_relevant
1257,11,road_go_ta_nace,not_relevant
1258,11,urb_ctran,not_relevant
1259,11,urb_ltran,not_relevant
1260,12,acf_d_eq1,not_relevant
1261,12,acf_d_lo1,not_relevant
1262,12,iss_11sbbar,not_relevant
1263,13,urb_percep,not_relevant
1264,13,iww_go_atygofl,not_relevant
1265,13,iww_go_actygofl,not_relevant
1266,14,gov_10a_main,highly_relevant
1267,15,isoc_iw_imp,not_relevant
1267,15,isoc_iw_imp,not_relevant
1268,15,urb_percep,not_relevant
1269,15,isoc_sk_cskl_i,not_relevant
1270,15,isoc_ec_iprb,not_relevant
1271,15,isoc_ec_iprb21,not_relevant
1272,16,isoc_sk_edic_i21,not_relevant
1273,16,gov_10a_exp,not_relevant
1274,16,urb_clivcon,relevant
1275,16,nrg_ind_urtd,not_relevant
1276,17,isoc_ec_inb,not_relevant
1277,17,isoc_ciegi_rtx,not_relevant
1278,17,isoc_iw_imp,not_relevant
1279,17,isoc_sk_cskl_i,not_relevant
1280,17,isoc_ec_ibgs,not_relevant
1281,18,isoc_iw_imp,not_relevant
1282,18,isoc_ec_inb21,not_relevant
1283,18,isoc_cisci_prv20,not_relevant
1284,18,isoc_cisci_prv,not_relevant
1284,18,isoc_cisci_prv,not_relevant
1285,19,isoc_sk_edic_i21,not_relevant
1286,19,bd_l_form,not_relevant
1287,19,urb_cenv,not_relevant
1288,19,bd_9n_r2,not_relevant
1289,19,bd_9ac_l_form_r2,not_relevant
1290,20,ef_mporganic,not_relevant
1291,21,trng_aes_147,relevant
1292,21,trng_aes_151,relevant
1293,21,trng_aes_152,relevant
1294,22,urb_percep,not_relevant
1295,22,urb_cenv,relevant
1296,22,urb_lenv,not_relevant
1297,22,bd_9h_size_cl,not_relevant
1298,22,isoc_cisce_ran2,not_relevant
1299,24,urb_percep,not_relevant
1300,24,isoc_cisci_prv,not_relevant
1301,24,tour_occ_nin2,not_relevant
1302,24,isoc_iw_imp,not_relevant
1303,24,tour_occ_ninat,relevant
1304,25,urb_percep,not_relevant
1305,25,inn_cis7_sucmet,not_relevant
1306,26,ilc_li03,relevant
1307,26,mips_sa,relevant
1308,26,ilc_mdes02,not_relevant
1309,27,isoc_ci_ac_i,not_relevant
1310,27,inn_cis8_prod,not_relevant
1311,27,inn_cis9_prod,not_relevant
1312,27,isoc_ciegi_rtx,not_relevant
1313,28,ilc_li70,not_relevant
1314,28,ilc_li09,relevant
1315,28,mips_sa,relevant
1316,28,urb_llivcon,relevant
1317,29,isoc_e_cvdn2,not_relevant
1318,29,inn_cis8_prod,not_relevant
1319,29,inn_cis9_prod,not_relevant
1320,29,isoc_cisce_ran2,not_relevant
1321,29,isoc_ciegi_rtx,not_relevant
1322,30,isoc_iw_imp,not_relevant
1323,30,hbs_car_t313,relevant
1324,30,isoc_ciegi_rtx,not_relevant
1325,30,isoc_ec_ibgs,not_relevant
1326,30,isoc_ec_inb,not_relevant
1327,31,mar_qg_qm_ewh,relevant
1328,31,mar_qg_qm_pwho,relevant
1329,31,isoc_iw_imp,not_relevant
1330,32,urb_percep,not_relevant
1331,32,isoc_iw_imp,not_relevant
1332,32,earn_ses_agt24,not_relevant
1333,32,earn_ses_agt20,not_relevant
1334,32,earn_ses06_24,not_relevant
1335,33,isoc_e_envn2,not_relevant
1336,34,isoc_sk_cskl_i,not_relevant
1337,34,isoc_ec_iprb,not_relevant
1338,34,isoc_ec_iprb21,not_relevant
1339,34,isoc_iw_imp,not_relevant
1340,34,isoc_ci_hm,not_relevant
1341,35,isoc_cisci_prv20,not_relevant
1342,35,isoc_cisci_prv,not_relevant
1343,35,gov_10q_ggnfa,not_relevant
1344,35,naidsq_10_nf_tr,not_relevant
1345,35,nasq_10_nf_tr,not_relevant
1346,36,urb_percep,not_relevant
1347,36,inn_cis9_noin,not_relevant
1348,36,isoc_iw_imp,not_relevant
1349,36,road_go_na_ru3g,relevant
1350,36,road_go_na_rl3g,relevant
1351,37,ilc_hch03,not_relevant
1352,37,ilc_hch04,not_relevant
1353,37,ilc_hch20,not_relevant
1354,37,acf_d_eq1,not_relevant
1355,38,acf_d_eq1,not_relevant
1356,38,acf_d_lo1,not_relevant
1357,38,ert_h_eur_m,not_relevant
1358,38,ert_h_eur_q,not_relevant
1359,38,avia_tf_apal,not_relevant
1360,39,bop_euins6_m,not_relevant
1361,39,bop_euins6_q,not_relevant
1362,39,bop_euins6_a,not_relevant
1363,39,bop_its6_det,not_relevant
1364,40,isoc_ec_iprb21,not_relevant
1365,40,isoc_eid_ieid,not_relevant
1366,41,ei_hppi_q,not_relevant
1367,41,mar_qg_qm_ewh,not_relevant
1368,41,jvs_q_nace2,not_relevant
1369,41,mar_qg_qm_pwho,not_relevant
1370,42,ef_oga_rdsize,not_relevant
1371,42,prc_hicp_cmon,relevant
1372,44,demo_r_pjanind3,not_relevant
1373,44,isoc_cisci_sp,not_relevant
1374,44,isoc_cisci_sp20,not_relevant
1374,44,isoc_cisci_sp20,not_relevant
1375,44,isoc_ciegi_rtx,not_relevant
1376,45,bop_its6_det,not_relevant
1377,45,isoc_ciegi_rtx,not_relevant
1378,45,isoc_ec_inb21,not_relevant
1379,45,isoc_iw_imp,not_relevant
1380,45,isoc_ec_iprb,not_relevant
1381,46,isoc_cisci_sp,not_relevant
1382,46,isoc_cisci_sp20,not_relevant
